id,name,release_date,platform
161586,Endless Legend,2014-04-24,Windows
159539,Mini Metro,2016-10-16,Android
159539,Mini Metro,2015-11-07,Linux
75549,Ms. Pac-Man,1996-08-01,SNES
75549,Ms. Pac-Man,2007-01-09,Xbox
75549,Ms. Pac-Man,2014-02-26,Windows
127339,Summoner Wars (2012),2014-05-14,Android
127339,Summoner Wars (2012),2012-07-04,iPad
75211,Beautiful Katamari,2007-10-16,Xbox 360
75211,Beautiful Katamari,2008-02-29,Xbox 360
75211,Beautiful Katamari,2007-10-18,Xbox 360
74402,Need for Speed: Underground,2003-11-21,Xbox
74402,Need for Speed: Underground,2003-11-21,Windows
74402,Need for Speed: Underground,2003-11-19,PlayStation 2
74402,Need for Speed: Underground,2003-11-21,GameCube
74402,Need for Speed: Underground,2003-11-28,PlayStation 2
74402,Need for Speed: Underground,2003-11-28,Windows
74402,Need for Speed: Underground,2003-12-25,GameCube
74402,Need for Speed: Underground,2003-11-17,GameCube
74402,Need for Speed: Underground,2003-11-17,PlayStation 2
74402,Need for Speed: Underground,2003-11-17,Windows
74402,Need for Speed: Underground,2003-11-17,Xbox
74402,Need for Speed: Underground,2003-11-21,PlayStation 2
108866,Forza Motorsport 4,2011-10-13,Xbox 360
108866,Forza Motorsport 4,2011-10-14,Xbox 360
108866,Forza Motorsport 4,2011-10-20,Xbox 360
108866,Forza Motorsport 4,2011-10-11,Xbox 360
118957,Dominion by Donald X. Vaccarino,2012-01-20,iPad
75085,Vandal Hearts,1997-06-01,PlayStation
75085,Vandal Hearts,1996-10-25,PlayStation
75085,Vandal Hearts,1997-11-27,SEGA Saturn
75085,Vandal Hearts,1997-03-27,PlayStation
79533,Metal Slug 2,1998-04-02,Neo Geo
79533,Metal Slug 2,2007-04-26,PlayStation 3
79533,Metal Slug 2,2008-10-28,Wii
79533,Metal Slug 2,2017-06-01,Windows
79533,Metal Slug 2,2017-06-01,Xbox One
195026,Pokémon Sun and Moon,2016-11-18,Nintendo 3DS
195026,Pokémon Sun and Moon,2016-11-23,Nintendo 3DS
70568,Hearts of Iron II: Doomsday,2006-04-07,Windows
70568,Hearts of Iron II: Doomsday,2006-07-05,Windows
79887,Wolfenstein: Enemy Territory,2005-03-22,Macintosh
79887,Wolfenstein: Enemy Territory,2003-05-29,Windows
77392,The Elder Scrolls III - Tribunal,2002-11-06,Windows
78175,Neverwinter Nights 2: Mask of the Betrayer,2007-11-01,Windows
78175,Neverwinter Nights 2: Mask of the Betrayer,2007-09-27,Windows
78175,Neverwinter Nights 2: Mask of the Betrayer,2007-10-09,Windows
69454,WarioWare: Smooth Moves,2011-05-20,Wii
69454,WarioWare: Smooth Moves,2007-01-12,Wii
69454,WarioWare: Smooth Moves,2006-12-02,Wii
69454,WarioWare: Smooth Moves,2007-01-15,Wii
108971,Mass Effect 2 - Arrival,2011-03-29,Xbox 360
73434,Chip 'N Dale: Rescue Rangers,1991-12-12,NES
73434,Chip 'N Dale: Rescue Rangers,1990-06-08,NES
130901,FIFA Soccer 13,2012-09-27,Nintendo 3DS
130901,FIFA Soccer 13,2012-09-27,PlayStation 3
130901,FIFA Soccer 13,2012-09-27,PlayStation Vita
130901,FIFA Soccer 13,2012-09-27,PSP
130901,FIFA Soccer 13,2012-09-28,Nintendo 3DS
130901,FIFA Soccer 13,2012-09-28,PlayStation 2
130901,FIFA Soccer 13,2012-11-30,PlayStation 3
130901,FIFA Soccer 13,2012-09-28,PlayStation 3
130901,FIFA Soccer 13,2012-09-28,PSP
130901,FIFA Soccer 13,2012-09-28,Wii
130901,FIFA Soccer 13,2012-09-28,Windows
130901,FIFA Soccer 13,2012-09-25,Nintendo 3DS
130901,FIFA Soccer 13,2012-09-25,PlayStation 3
130901,FIFA Soccer 13,2012-09-25,PlayStation Vita
130901,FIFA Soccer 13,2012-09-25,PSP
130901,FIFA Soccer 13,2012-09-25,Wii
130901,FIFA Soccer 13,2012-11-30,Wii U
130901,FIFA Soccer 13,2012-09-25,Windows
130901,FIFA Soccer 13,2012-09-25,Xbox 360
70634,Space Quest Chapter 1: The Sarien Encounter,1986-10-01,Apple II
70634,Space Quest Chapter 1: The Sarien Encounter,1991-08-20,DOS
105720,Fallout: New Vegas – Old World Blues,2011-07-19,PlayStation 3
105720,Fallout: New Vegas – Old World Blues,2011-07-19,Windows
105720,Fallout: New Vegas – Old World Blues,2011-07-19,Xbox 360
77769,GRID (2008),2008-05-30,PlayStation 3
77769,GRID (2008),2008-06-03,PlayStation 3
77769,GRID (2008),2008-06-03,Windows
77769,GRID (2008),2008-06-03,Xbox 360
77769,GRID (2008),2008-06-04,Windows
85008,Costume Quest,2013-10-10,iPad
85008,Costume Quest,2013-05-07,Linux
85008,Costume Quest,2013-05-07,Macintosh
85008,Costume Quest,2010-10-19,PlayStation 3
85008,Costume Quest,2011-10-15,Windows
85008,Costume Quest,2010-10-20,Xbox 360
254825,DOOM Eternal,2020-03-20,Nintendo Switch
254825,DOOM Eternal,2020-03-20,PlayStation 4
254825,DOOM Eternal,2020-03-20,Windows
254825,DOOM Eternal,2020-03-20,Xbox One
76069,Theme Park,2007-03-23,Nintendo DS
76069,Theme Park,2008-11-06,PlayStation 3
76168,Dreamfall: The Longest Journey,2006-05-05,Windows
76168,Dreamfall: The Longest Journey,2006-05-12,Windows
76168,Dreamfall: The Longest Journey,2006-05-26,Windows
76168,Dreamfall: The Longest Journey,2006-04-17,Windows
76168,Dreamfall: The Longest Journey,2006-04-28,Windows
76168,Dreamfall: The Longest Journey,2006-10-26,Windows
76168,Dreamfall: The Longest Journey,2006-04-17,Xbox
76168,Dreamfall: The Longest Journey,2007-01-12,Windows
76168,Dreamfall: The Longest Journey,2008-03-23,Xbox 360
77362,Silent Hill: Shattered Memories,2010-01-19,PlayStation 2
77362,Silent Hill: Shattered Memories,2010-01-19,PSP
77362,Silent Hill: Shattered Memories,2009-12-09,Wii
77362,Silent Hill: Shattered Memories,2010-02-26,PlayStation 2
77362,Silent Hill: Shattered Memories,2010-02-26,PSP
105171,Ultimate Marvel vs. Capcom 3,2011-11-15,PlayStation 3
105171,Ultimate Marvel vs. Capcom 3,2012-02-15,PlayStation Vita
105171,Ultimate Marvel vs. Capcom 3,2011-11-15,Xbox 360
105171,Ultimate Marvel vs. Capcom 3,2011-12-17,PlayStation Vita
105171,Ultimate Marvel vs. Capcom 3,2017-03-06,Windows
162212,SOMA,2015-09-22,PlayStation 4
162212,SOMA,2015-09-22,Windows
162212,SOMA,2015-09-21,Linux
69941,Animal Crossing: Wild World,2005-12-08,Nintendo DS
69941,Animal Crossing: Wild World,2015-11-19,Wii U
69941,Animal Crossing: Wild World,2006-03-31,Nintendo DS
69941,Animal Crossing: Wild World,2005-11-23,Nintendo DS
69941,Animal Crossing: Wild World,2007-12-06,Nintendo DS
69941,Animal Crossing: Wild World,2005-12-05,Nintendo DS
99443,DiRT 3,2011-05-26,PlayStation 3
99443,DiRT 3,2011-05-26,Windows
99443,DiRT 3,2011-05-26,Xbox 360
99443,DiRT 3,2011-08-26,PlayStation 3
99443,DiRT 3,2011-08-25,Windows
99443,DiRT 3,2011-08-25,Xbox 360
99443,DiRT 3,2011-05-24,PlayStation 3
99443,DiRT 3,2011-05-24,Windows
99443,DiRT 3,2011-05-24,Xbox 360
99443,DiRT 3,2011-05-23,Windows
70387,Mario & Luigi: Partners in Time,2006-02-10,Nintendo DS
70387,Mario & Luigi: Partners in Time,2015-06-10,Wii U
70387,Mario & Luigi: Partners in Time,2005-12-29,Nintendo DS
70387,Mario & Luigi: Partners in Time,2005-11-28,Nintendo DS
187541,The Binding of Isaac: Afterbirth,2017-03-03,Nintendo Switch
187541,The Binding of Isaac: Afterbirth,2017-03-17,Nintendo Switch
187541,The Binding of Isaac: Afterbirth,2016-05-10,PlayStation 4
187541,The Binding of Isaac: Afterbirth,2015-10-30,Windows
73175,Ape Escape,1999-07-01,PlayStation
68319,Final Fantasy XIII,2010-03-09,PlayStation 3
68319,Final Fantasy XIII,2010-12-16,Xbox 360
68319,Final Fantasy XIII,2011-02-25,PlayStation 3
68319,Final Fantasy XIII,2010-03-09,Xbox 360
68319,Final Fantasy XIII,2009-12-17,PlayStation 3
68319,Final Fantasy XIII,2014-10-09,Windows
74675,American McGee's Alice,2000-12-13,Windows
74675,American McGee's Alice,2000-10-06,Macintosh
74675,American McGee's Alice,2000-10-06,Windows
74675,American McGee's Alice,2011-06-14,PlayStation 3
74675,American McGee's Alice,2011-06-14,Xbox 360
69418,Shenmue II,2001-09-06,Sega Dreamcast
78230,MediEvil,1997-10-10,PlayStation
78230,MediEvil,1998-10-07,PlayStation
78230,MediEvil,2006-12-21,PlayStation
78230,MediEvil,2006-12-21,PlayStation 3
77413,Lode Runner,2007-03-06,Wii
77413,Lode Runner,2014-09-17,Wii U
123079,Gunpoint,2013-06-03,Linux
123079,Gunpoint,2015-08-18,Macintosh
123079,Gunpoint,2013-06-03,Windows
123780,Trials Evolution,2012-04-18,Xbox 360
70636,Space Quest III: The Pirates of Pestulon,1989-03-24,Atari ST
74577,Rayman 2: The Great Escape,2011-03-31,Nintendo 3DS
74577,Rayman 2: The Great Escape,2001-12-14,Windows
74577,Rayman 2: The Great Escape,2011-03-25,Nintendo 3DS
74577,Rayman 2: The Great Escape,1999-10-28,Nintendo 64
74577,Rayman 2: The Great Escape,2005-03-11,Nintendo DS
74577,Rayman 2: The Great Escape,2000-09-08,PlayStation
74577,Rayman 2: The Great Escape,1999-01-06,Windows
74577,Rayman 2: The Great Escape,2010-03-01,iPhone
74577,Rayman 2: The Great Escape,1999-10-29,Nintendo 64
74577,Rayman 2: The Great Escape,2011-03-22,Nintendo 3DS
74577,Rayman 2: The Great Escape,2005-03-24,Nintendo DS
74577,Rayman 2: The Great Escape,2000-09-15,PlayStation
74577,Rayman 2: The Great Escape,2008-12-18,PlayStation 3
74577,Rayman 2: The Great Escape,2000-02-29,Sega Dreamcast
74577,Rayman 2: The Great Escape,1999-10-31,Windows
70342,ESPN NFL 2K5,2004-07-20,PlayStation 2
70342,ESPN NFL 2K5,2004-07-20,Xbox
73466,Puzzle Quest 2,2011-12-04,Android
73466,Puzzle Quest 2,2010-06-16,Nintendo DS
73466,Puzzle Quest 2,2010-06-22,Nintendo DS
73466,Puzzle Quest 2,2010-06-30,Xbox 360
76030,Tekken 2,1996-08-27,PlayStation
76030,Tekken 2,1996-03-29,PlayStation
76030,Tekken 2,1996-08-25,PlayStation
76030,Tekken 2,2006-11-22,PlayStation 3
101857,Desperados: Wanted Dead or Alive,2001-04-20,Windows
101857,Desperados: Wanted Dead or Alive,2001-07-23,Linux
144637,Destiny,2014-09-09,PlayStation 3
144637,Destiny,2014-09-09,PlayStation 4
144637,Destiny,2014-09-09,Xbox 360
144637,Destiny,2014-09-09,Xbox One
151023,Rocksmith 2014,2013-10-24,PlayStation 3
151023,Rocksmith 2014,2013-10-25,Xbox 360
151023,Rocksmith 2014,2014-11-04,PlayStation 4
151023,Rocksmith 2014,2013-10-22,Xbox 360
151023,Rocksmith 2014,2013-10-22,Windows
74119,Prince of Persia: The Two Thrones,2007-04-05,Wii
74119,Prince of Persia: The Two Thrones,2005-12-09,Xbox
74119,Prince of Persia: The Two Thrones,2005-12-01,GameCube
74119,Prince of Persia: The Two Thrones,2005-12-01,PlayStation 2
74119,Prince of Persia: The Two Thrones,2007-04-03,Wii
74119,Prince of Persia: The Two Thrones,2005-12-01,Windows
74119,Prince of Persia: The Two Thrones,2005-12-01,Xbox
71178,Relentless: Twinsen's Adventure,2014-03-26,Android
71178,Relentless: Twinsen's Adventure,2014-03-26,iPad
71178,Relentless: Twinsen's Adventure,1996-07-19,PlayStation
254975,Overcooked 2,2018-08-07,Nintendo Switch
254975,Overcooked 2,2018-08-07,PlayStation 4
254975,Overcooked 2,2018-08-07,Windows
254975,Overcooked 2,2018-08-07,Linux
179329,Her Story,2016-06-25,Android
179329,Her Story,2015-06-24,iPad
179329,Her Story,2015-06-24,Macintosh
77383,Condemned: Criminal Origins,2005-12-02,Xbox 360
77383,Condemned: Criminal Origins,2006-04-11,Windows
77383,Condemned: Criminal Origins,2005-11-15,Xbox 360
72824,Muramasa: The Demon Blade,2009-12-03,Wii
72824,Muramasa: The Demon Blade,2009-11-27,Wii
72824,Muramasa: The Demon Blade,2010-02-25,Wii
72824,Muramasa: The Demon Blade,2009-04-09,Wii
72824,Muramasa: The Demon Blade,2013-06-25,PlayStation Vita
72824,Muramasa: The Demon Blade,2009-09-08,Wii
254794,Beat Saber,2019-05-21,Oculus Quest System
254794,Beat Saber,2018-11-20,PlayStation 4
254794,Beat Saber,2018-05-01,Windows
70604,Geometry Wars,2005-12-02,Xbox 360
70604,Geometry Wars,2005-11-22,Xbox 360
70604,Geometry Wars,2003-11-17,Xbox
70604,Geometry Wars,2007-03-07,Windows
69024,Guardian Heroes,1996-01-26,SEGA Saturn
69024,Guardian Heroes,2011-10-12,Xbox 360
179546,Final Fantasy VII Remake,2020-04-10,PlayStation 4
179546,Final Fantasy VII Remake,2021-06-10,PlayStation 5
83481,Kingdom Hearts: Birth by Sleep,2010-09-07,PSP
69433,Magic: The Gathering – Duels of the Planeswalkers (2009),2010-11-23,PlayStation 3
69433,Magic: The Gathering – Duels of the Planeswalkers (2009),2010-06-15,Windows
69433,Magic: The Gathering – Duels of the Planeswalkers (2009),2009-06-17,Xbox 360
215045,Uncharted: The Lost Legacy,2017-08-23,PlayStation 4
215045,Uncharted: The Lost Legacy,2019-10-04,PlayStation 4
215045,Uncharted: The Lost Legacy,2017-09-14,PlayStation 4
215045,Uncharted: The Lost Legacy,2019-04-11,PlayStation 4
215045,Uncharted: The Lost Legacy,2017-08-22,PlayStation 4
77172,Star Trek: Voyager Elite Force,2002-08-02,PlayStation 2
77172,Star Trek: Voyager Elite Force,2000-09-15,Windows
77172,Star Trek: Voyager Elite Force,2001-12-06,PlayStation 2
77172,Star Trek: Voyager Elite Force,2000-09-20,Windows
76502,Galaga,2013-05-22,Nintendo 3DS
76502,Galaga,2009-11-04,Wii
76502,Galaga,2007-02-06,Wii
76502,Galaga,2013-07-24,Wii U
76502,Galaga,2006-07-26,Xbox 360
71303,The Legend of Dragoon,2001-01-19,PlayStation
71303,The Legend of Dragoon,2001-01-17,PlayStation
71303,The Legend of Dragoon,1999-12-02,PlayStation
71303,The Legend of Dragoon,2000-06-11,PlayStation
71303,The Legend of Dragoon,2010-12-22,PlayStation 3
73995,Evil Genius,2004-10-01,Windows
73995,Evil Genius,2004-09-28,Windows
72960,Command & Conquer: Yuri's Revenge,2001-10-22,Windows
72960,Command & Conquer: Yuri's Revenge,2001-10-19,Windows
72960,Command & Conquer: Yuri's Revenge,2001-10-10,Windows
107697,FIFA Soccer 12,2011-09-30,Nintendo 3DS
107697,FIFA Soccer 12,2011-09-30,PlayStation 3
107697,FIFA Soccer 12,2011-09-30,PSP
107697,FIFA Soccer 12,2011-09-30,Wii
107697,FIFA Soccer 12,2011-09-30,Windows
107697,FIFA Soccer 12,2011-09-30,Xbox 360
107697,FIFA Soccer 12,2011-09-29,Nintendo 3DS
107697,FIFA Soccer 12,2011-09-29,PlayStation 2
107697,FIFA Soccer 12,2011-09-29,PlayStation 3
107697,FIFA Soccer 12,2011-09-29,PSP
107697,FIFA Soccer 12,2011-09-29,Wii
107697,FIFA Soccer 12,2011-09-29,Windows
107697,FIFA Soccer 12,2011-09-29,Xbox 360
107697,FIFA Soccer 12,2011-09-27,Nintendo 3DS
107697,FIFA Soccer 12,2011-09-27,PlayStation 2
107697,FIFA Soccer 12,2011-09-27,PlayStation 3
107697,FIFA Soccer 12,2012-02-21,PlayStation Vita
107697,FIFA Soccer 12,2011-09-27,PSP
107697,FIFA Soccer 12,2011-09-27,Wii
107697,FIFA Soccer 12,2011-09-27,Xbox 360
77525,Supreme Commander: Forged Alliance,2007-11-06,Windows
77525,Supreme Commander: Forged Alliance,2011-09-29,Windows
73928,Tekken 6,2009-10-30,PlayStation 3
73928,Tekken 6,2008-12-18,Arcade
73928,Tekken 6,2009-10-27,PlayStation 3
73928,Tekken 6,2009-11-24,PSP
73928,Tekken 6,2009-10-27,Xbox 360
72862,Star Wars: The Force Unleashed,2008-09-17,Nintendo DS
72862,Star Wars: The Force Unleashed,2008-09-17,PlayStation 2
72862,Star Wars: The Force Unleashed,2008-09-17,PlayStation 3
72862,Star Wars: The Force Unleashed,2008-09-17,PSP
72862,Star Wars: The Force Unleashed,2008-09-17,Wii
72862,Star Wars: The Force Unleashed,2009-12-16,Windows
72862,Star Wars: The Force Unleashed,2008-09-17,Xbox 360
72862,Star Wars: The Force Unleashed,2008-09-19,Nintendo DS
72862,Star Wars: The Force Unleashed,2009-12-17,Macintosh
72862,Star Wars: The Force Unleashed,2008-09-16,PlayStation 3
72862,Star Wars: The Force Unleashed,2010-04-16,PlayStation 3
72862,Star Wars: The Force Unleashed,2009-12-17,PlayStation 3
72862,Star Wars: The Force Unleashed,2008-09-19,PSP
72862,Star Wars: The Force Unleashed,2008-09-16,Wii
72862,Star Wars: The Force Unleashed,2009-12-17,Windows
72862,Star Wars: The Force Unleashed,2008-09-16,Xbox 360
72862,Star Wars: The Force Unleashed,2009-12-17,Xbox 360
72862,Star Wars: The Force Unleashed,2008-09-19,PlayStation 2
72862,Star Wars: The Force Unleashed,2008-09-17,iPhone
72862,Star Wars: The Force Unleashed,2008-10-09,Nintendo DS
72862,Star Wars: The Force Unleashed,2008-10-09,PlayStation 2
72862,Star Wars: The Force Unleashed,2008-10-09,Wii
72862,Star Wars: The Force Unleashed,2012-08-08,Macintosh
72862,Star Wars: The Force Unleashed,2008-09-17,N-Gage
72862,Star Wars: The Force Unleashed,2009-11-06,Macintosh
72862,Star Wars: The Force Unleashed,2008-09-16,Nintendo DS
72862,Star Wars: The Force Unleashed,2008-09-16,PlayStation 2
72862,Star Wars: The Force Unleashed,2009-11-03,PlayStation 3
72862,Star Wars: The Force Unleashed,2008-09-16,PSP
72862,Star Wars: The Force Unleashed,2009-11-06,Windows
72862,Star Wars: The Force Unleashed,2009-11-03,Xbox 360
72862,Star Wars: The Force Unleashed,2008-09-19,PlayStation 3
72862,Star Wars: The Force Unleashed,2009-12-15,Macintosh
77669,NHL 09,2008-09-25,PlayStation 3
77669,NHL 09,2008-09-10,PlayStation 3
77669,NHL 09,2008-11-04,PlayStation 2
77669,NHL 09,2008-09-10,Xbox 360
68437,Adventure (Atari),2011-11-04,Android
70838,The Beast Within: A Gabriel Knight Mystery,2010-02-23,Windows
77266,DeathSpank,2011-07-07,Macintosh
77266,DeathSpank,2010-07-13,PlayStation 3
77266,DeathSpank,2010-10-25,Windows
77266,DeathSpank,2010-07-14,Xbox 360
199605,Battlefield 1,2016-10-21,PlayStation 4
199605,Battlefield 1,2016-10-21,Xbox One
199605,Battlefield 1,2016-10-21,Windows
182715,Shadowrun: Hong Kong,2015-08-20,Windows
70659,Crimson Skies: High Road to Revenge,2003-10-31,Xbox
70659,Crimson Skies: High Road to Revenge,2004-05-20,Xbox
70659,Crimson Skies: High Road to Revenge,2003-10-21,Xbox
71785,Lufia II: Rise of the Sinistrals,1995-02-24,SNES
71785,Lufia II: Rise of the Sinistrals,1996-08-31,SNES
170630,Axiom Verge,2018-01-26,Nintendo Switch
170630,Axiom Verge,2017-10-05,Nintendo Switch
170630,Axiom Verge,2016-09-01,Wii U
170630,Axiom Verge,2018-01-26,PlayStation 4
170630,Axiom Verge,2017-11-21,Nintendo Switch
170630,Axiom Verge,2017-11-21,PlayStation 4
170630,Axiom Verge,2015-03-31,PlayStation 4
170630,Axiom Verge,2015-03-31,PlayStation Vita
170630,Axiom Verge,2015-03-31,Windows
170630,Axiom Verge,2016-09-30,Xbox One
115129,Unity of Command,2012-03-05,Macintosh
115129,Unity of Command,2011-11-15,Windows
70134,Mario Kart Super Circuit,2001-09-14,Game Boy Advance
70134,Mario Kart Super Circuit,2014-11-13,Wii U
70134,Mario Kart Super Circuit,2001-07-21,Game Boy Advance
70134,Mario Kart Super Circuit,2011-12-16,Nintendo 3DS
70134,Mario Kart Super Circuit,2001-08-27,Game Boy Advance
115625,Resident Evil: Revelations,2012-01-27,Nintendo 3DS
115625,Resident Evil: Revelations,2013-05-23,PlayStation 3
115625,Resident Evil: Revelations,2013-05-23,Wii U
115625,Resident Evil: Revelations,2013-05-23,Xbox 360
115625,Resident Evil: Revelations,2013-05-24,PlayStation 3
115625,Resident Evil: Revelations,2013-05-24,Wii U
115625,Resident Evil: Revelations,2013-05-24,Xbox 360
115625,Resident Evil: Revelations,2012-01-26,Nintendo 3DS
115625,Resident Evil: Revelations,2012-02-07,Nintendo 3DS
115625,Resident Evil: Revelations,2017-11-28,Nintendo Switch
115625,Resident Evil: Revelations,2013-05-21,PlayStation 3
115625,Resident Evil: Revelations,2013-05-21,Wii U
115625,Resident Evil: Revelations,2013-05-21,Xbox 360
115625,Resident Evil: Revelations,2013-05-20,Windows
115625,Resident Evil: Revelations,2013-08-09,Xbox 360
69401,Lost Odyssey,2008-02-08,Xbox 360
69401,Lost Odyssey,2008-02-29,Xbox 360
69401,Lost Odyssey,2007-12-06,Xbox 360
69401,Lost Odyssey,2008-02-12,Xbox 360
70517,Hearts of Iron III,2009-08-07,Windows
70517,Hearts of Iron III,2009-08-21,Windows
70517,Hearts of Iron III,2009-08-11,Windows
73815,Champions of Norrath,2004-06-24,PlayStation 2
73815,Champions of Norrath,2004-06-25,PlayStation 2
73815,Champions of Norrath,2004-06-23,PlayStation 2
73815,Champions of Norrath,2004-02-10,PlayStation 2
81074,Osmos,2012-01-17,Android
81074,Osmos,2010-08-04,iPad
81074,Osmos,2010-04-28,Linux
81074,Osmos,2009-12-11,Macintosh
81074,Osmos,2009-08-17,Windows
109262,Panzer Corps,2012-11-23,Windows
109262,Panzer Corps,2011-07-11,Windows
109262,Panzer Corps,2011-07-11,Macintosh
79477,Dragon Age: Origins – The Stone Prisoner,2009-11-03,Macintosh
79477,Dragon Age: Origins – The Stone Prisoner,2009-11-03,PlayStation 3
79477,Dragon Age: Origins – The Stone Prisoner,2009-11-03,Windows
79477,Dragon Age: Origins – The Stone Prisoner,2009-11-03,Xbox 360
79922,Battle Academy,2012-03-14,iPad
79922,Battle Academy,2011-09-05,Macintosh
79922,Battle Academy,2010-08-05,Windows
72046,Serious Sam: The First Encounter,2005-12-22,Windows
72046,Serious Sam: The First Encounter,2001-03-23,Windows
72046,Serious Sam: The First Encounter,2009-11-24,Windows
77068,Grand Theft Auto IV: The Lost and Damned,2010-04-13,PlayStation 3
